angle_deg,kVp,distance_cm,noise_level,blur_sigma,MSE,SSIM,GradientError,GradientEntropy_ref,GradientEntropy_test,image_path
0,60,80,0.0,1.0,0.0010936611417003837,0.8951068217084999,0.02715565854305426,1.2265954737895086,1.0430039730761715,results\images\proj_angle0_kvp60_dist80_noise0.0_blur1.0.npy
0,60,80,0.0,2.0,0.0015065304313894548,0.8919265401954826,0.032636303722921436,1.2265954737895086,1.1050839831868464,results\images\proj_angle0_kvp60_dist80_noise0.0_blur2.0.npy
0,60,80,0.3,0.0,0.0006910143417837802,0.9001903248295691,0.01980991581873246,1.2265954737895086,1.096910902880593,results\images\proj_angle0_kvp60_dist80_noise0.3_blur0.0.npy
0,60,80,0.3,1.0,0.0010938233817374024,0.8951212505719294,0.027157556531469562,1.2265954737895086,1.0306595261865519,results\images\proj_angle0_kvp60_dist80_noise0.3_blur1.0.npy
0,60,80,0.3,2.0,0.0015066908572134643,0.8919366651409427,0.032638437899033465,1.2265954737895086,1.1068675781689414,results\images\proj_angle0_kvp60_dist80_noise0.3_blur2.0.npy
0,60,80,0.6,0.0,0.0006902760081903482,0.900122845256375,0.019745189488092348,1.2265954737895086,1.10965537860589,results\images\proj_angle0_kvp60_dist80_noise0.6_blur0.0.npy
0,60,80,0.6,1.0,0.0010939548674840293,0.895055953282401,0.027142650369593797,1.2265954737895086,1.0316368751695573,results\images\proj_angle0_kvp60_dist80_noise0.6_blur1.0.npy
0,60,80,0.6,2.0,0.0015062002548090789,0.8919485269842632,0.03262901509569444,1.2265954737895086,1.1069081510460645,results\images\proj_angle0_kvp60_dist80_noise0.6_blur2.0.npy
0,60,100,0.0,0.0,0.0003288353510366146,0.9610243298238964,0.006951598759769695,1.2265954737895086,1.0333430359321487,results\images\proj_angle0_kvp60_dist100_noise0.0_blur0.0.npy
0,60,100,0.0,1.0,0.000399052661373524,0.954313810973417,0.01630313606801792,1.2265954737895086,1.3576614898109498,results\images\proj_angle0_kvp60_dist100_noise0.0_blur1.0.npy
0,60,100,0.0,2.0,0.000697549781528589,0.9445577580730478,0.030472746620944235,1.2265954737895086,1.7426178273545798,results\images\proj_angle0_kvp60_dist100_noise0.0_blur2.0.npy
0,60,100,0.3,0.0,0.0003320220024926799,0.9590862736443593,0.01027228588942953,1.2265954737895086,1.0750969807558701,results\images\proj_angle0_kvp60_dist100_noise0.3_blur0.0.npy
0,60,100,0.3,1.0,0.0003992334842127859,0.9541952801265682,0.01722176589624109,1.2265954737895086,1.3588495147034327,results\images\proj_angle0_kvp60_dist100_noise0.3_blur1.0.npy
0,60,100,0.3,2.0,0.0006971913688670576,0.9445464877990944,0.03073906814051751,1.2265954737895086,1.7702507891393717,results\images\proj_angle0_kvp60_dist100_noise0.3_blur2.0.npy
0,60,100,0.6,0.0,0.000334303155035589,0.9575717785520428,0.011393244079061619,1.2265954737895086,1.0957940286546846,results\images\proj_angle0_kvp60_dist100_noise0.6_blur0.0.npy
0,60,100,0.6,1.0,0.00039937485407496416,0.9541428680572258,0.01752966938939581,1.2265954737895086,1.3617488010920917,results\images\proj_angle0_kvp60_dist100_noise0.6_blur1.0.npy
0,60,100,0.6,2.0,0.0006977085479563468,0.9445830659125585,0.03085931074854475,1.2265954737895086,1.775904368295764,results\images\proj_angle0_kvp60_dist100_noise0.6_blur2.0.npy
0,60,120,0.0,0.0,0.035838158393533215,0.9550037810545404,0.013989795839990805,1.2265954737895086,1.3952828700284658,results\images\proj_angle0_kvp60_dist120_noise0.0_blur0.0.npy
0,60,120,0.0,1.0,0.03629534096649066,0.9477379226879028,0.023141446181155774,1.2265954737895086,1.71942578184093,results\images\proj_angle0_kvp60_dist120_noise0.0_blur1.0.npy
0,60,120,0.0,2.0,0.037226211691671354,0.9378252129228221,0.034084026657258015,1.2265954737895086,2.3339714855966394,results\images\proj_angle0_kvp60_dist120_noise0.0_blur2.0.npy
0,60,120,0.3,0.0,0.0358493972003167,0.9534469510151724,0.01915764048929149,1.2265954737895086,1.542166897436499,results\images\proj_angle0_kvp60_dist120_noise0.3_blur0.0.npy
0,60,120,0.3,1.0,0.03629557437940481,0.9475596903557361,0.02470551936401088,1.2265954737895086,1.7441740355094326,results\images\proj_angle0_kvp60_dist120_noise0.3_blur1.0.npy
0,60,120,0.3,2.0,0.03723053869017805,0.9377811782661439,0.03455486829854028,1.2265954737895086,2.3361753731078654,results\images\proj_angle0_kvp60_dist120_noise0.3_blur2.0.npy
0,60,120,0.6,0.0,0.035849792979675804,0.9522528456141904,0.020897141323369867,1.2265954737895086,1.6877657237299712,results\images\proj_angle0_kvp60_dist120_noise0.6_blur0.0.npy
0,60,120,0.6,1.0,0.03630021585316746,0.9474624894869913,0.025219705528504874,1.2265954737895086,1.7530033122166269,results\images\proj_angle0_kvp60_dist120_noise0.6_blur1.0.npy
0,60,120,0.6,2.0,0.0372310182421998,0.9377629647039457,0.034677967903773435,1.2265954737895086,2.3349406465887688,results\images\proj_angle0_kvp60_dist120_noise0.6_blur2.0.npy
0,70,80,0.0,0.0,0.0008417237890094148,0.9696857869867858,0.022298583395618694,1.2265954737895086,1.2866976470942397,results\images\proj_angle0_kvp70_dist80_noise0.0_blur0.0.npy
0,70,80,0.0,1.0,0.001391001158337827,0.9630093647220497,0.028926388162457628,1.2265954737895086,1.1813560360806385,results\images\proj_angle0_kvp70_dist80_noise0.0_blur1.0.npy
0,70,80,0.0,2.0,0.0020222583511520257,0.9577739371833457,0.0342791293644361,1.2265954737895086,1.299944478082215,results\images\proj_angle0_kvp70_dist80_noise0.0_blur2.0.npy
0,70,80,0.3,0.0,0.0008421263320605171,0.9696304854824185,0.022301295730387704,1.2265954737895086,1.3237044173407053,results\images\proj_angle0_kvp70_dist80_noise0.3_blur0.0.npy
0,70,80,0.3,1.0,0.0013912457112398122,0.962965864741175,0.028944270744297226,1.2265954737895086,1.2066607720478568,results\images\proj_angle0_kvp70_dist80_noise0.3_blur1.0.npy
0,70,80,0.3,2.0,0.002022223360551447,0.9577749768496194,0.03427821203625126,1.2265954737895086,1.303586173517664,results\images\proj_angle0_kvp70_dist80_noise0.3_blur2.0.npy
0,70,80,0.6,0.0,0.0008424855178108847,0.9695387283341594,0.02233318464407414,1.2265954737895086,1.3355231783052262,results\images\proj_angle0_kvp70_dist80_noise0.6_blur0.0.npy
0,70,80,0.6,1.0,0.0013909172589421552,0.9629978010071734,0.02893680094601045,1.2265954737895086,1.209881465230536,results\images\proj_angle0_kvp70_dist80_noise0.6_blur1.0.npy
0,70,80,0.6,2.0,0.002023213098678223,0.957766214500431,0.03428857200065535,1.2265954737895086,1.3018712631834815,results\images\proj_angle0_kvp70_dist80_noise0.6_blur2.0.npy
0,70,100,0.0,0.0,0.0,1.0,0.0,1.2265954737895086,1.2265954737895086,results\images\proj_angle0_kvp70_dist100_noise0.0_blur0.0.npy
0,70,100,0.0,1.0,0.0001525032643971567,0.9921728034013706,0.015672218425606843,1.2265954737895086,1.5701526006604545,results\images\proj_angle0_kvp70_dist100_noise0.0_blur1.0.npy
0,70,100,0.0,2.0,0.0005551678228663702,0.9792939086530166,0.030804999136307742,1.2265954737895086,2.0866879225973527,results\images\proj_angle0_kvp70_dist100_noise0.0_blur2.0.npy
0,70,100,0.3,0.0,3.1871048677521258e-06,0.9979938554574197,0.004693804694971096,1.2265954737895086,1.2829264940867449,results\images\proj_angle0_kvp70_dist100_noise0.3_blur0.0.npy
0,70,100,0.3,1.0,0.000152938066066439,0.9920563442020757,0.01666263282062664,1.2265954737895086,1.5874664475733822,results\images\proj_angle0_kvp70_dist100_noise0.3_blur1.0.npy
0,70,100,0.3,2.0,0.0005553934565429226,0.9792793482817597,0.031075039048681283,1.2265954737895086,2.0902523039747276,results\images\proj_angle0_kvp70_dist100_noise0.3_blur2.0.npy
0,70,100,0.6,0.0,5.734777682503536e-06,0.9963778716970685,0.006279930802591524,1.2265954737895086,1.3140866009587502,results\images\proj_angle0_kvp70_dist100_noise0.6_blur0.0.npy
0,70,100,0.6,1.0,0.00015312362398871954,0.991956987946535,0.017006594001235054,1.2265954737895086,1.592824858342224,results\images\proj_angle0_kvp70_dist100_noise0.6_blur1.0.npy
0,70,100,0.6,2.0,0.0005548987893613428,0.9793051830565243,0.031158786653447415,1.2265954737895086,2.090382474353778,results\images\proj_angle0_kvp70_dist100_noise0.6_blur2.0.npy
0,70,120,0.0,0.0,0.035419936716555855,0.9548170954690876,0.016313274512489602,1.2265954737895086,1.6007373391489619,results\images\proj_angle0_kvp70_dist120_noise0.0_blur0.0.npy
0,70,120,0.0,1.0,0.0358764629173237,0.9466883681736746,0.024233581744563533,1.2265954737895086,2.0212854361761714,results\images\proj_angle0_kvp70_dist120_noise0.0_blur1.0.npy
0,70,120,0.0,2.0,0.036801137259280095,0.9337258241434346,0.035246130078688584,1.2265954737895086,2.537273725158603,results\images\proj_angle0_kvp70_dist120_noise0.0_blur2.0.npy
0,70,120,0.3,0.0,0.03542050655135599,0.9532030824932772,0.021599612280775372,1.2265954737895086,1.772535633348094,results\images\proj_angle0_kvp70_dist120_noise0.3_blur0.0.npy
0,70,120,0.3,1.0,0.03587876128493019,0.9464861769530976,0.02585280000532103,1.2265954737895086,2.056209745820476,results\images\proj_angle0_kvp70_dist120_noise0.3_blur1.0.npy
0,70,120,0.3,2.0,0.0367980769397985,0.9336839065571886,0.03569340941789008,1.2265954737895086,2.5593569960599334,results\images\proj_angle0_kvp70_dist120_noise0.3_blur2.0.npy
0,70,120,0.6,0.0,0.035419269145871526,0.9519736449917349,0.023409143354692588,1.2265954737895086,1.928962378155281,results\images\proj_angle0_kvp70_dist120_noise0.6_blur0.0.npy
0,70,120,0.6,1.0,0.03588209706750155,0.9463142754178056,0.02633481975923754,1.2265954737895086,2.074011219134727,results\images\proj_angle0_kvp70_dist120_noise0.6_blur1.0.npy
0,70,120,0.6,2.0,0.03678940934900339,0.9337155922213453,0.035864954171322905,1.2265954737895086,2.5723786130167445,results\images\proj_angle0_kvp70_dist120_noise0.6_blur2.0.npy
0,80,80,0.0,0.0,0.00188257282552201,0.9750232118268884,0.025991646233046062,1.2265954737895086,1.4244152496537823,results\images\proj_angle0_kvp80_dist80_noise0.0_blur0.0.npy
0,80,80,0.0,1.0,0.0022942990730829846,0.9706914278823001,0.03025309335323831,1.2265954737895086,1.4436696677233396,results\images\proj_angle0_kvp80_dist80_noise0.0_blur1.0.npy
0,80,80,0.0,2.0,0.0030680351269362248,0.9641038425061313,0.035062505542195005,1.2265954737895086,1.5915973193156217,results\images\proj_angle0_kvp80_dist80_noise0.0_blur2.0.npy
0,80,80,0.3,0.0,0.0018842511349294682,0.9748862782269198,0.026272314292392955,1.2265954737895086,1.4938035881979774,results\images\proj_angle0_kvp80_dist80_noise0.3_blur0.0.npy
0,80,80,0.3,1.0,0.002295044644592934,0.970667296317348,0.03028865765276517,1.2265954737895086,1.455858719016913,results\images\proj_angle0_kvp80_dist80_noise0.3_blur1.0.npy
0,80,80,0.3,2.0,0.003067658328255555,0.9641075402711665,0.035061911606389884,1.2265954737895086,1.5932148313031345,results\images\proj_angle0_kvp80_dist80_noise0.3_blur2.0.npy
0,80,80,0.6,0.0,0.0018828330649818294,0.9748299505893642,0.026409545410761372,1.2265954737895086,1.5112422115410866,results\images\proj_angle0_kvp80_dist80_noise0.6_blur0.0.npy
0,80,80,0.6,1.0,0.0022942923919062547,0.9706641364383728,0.03029874891315957,1.2265954737895086,1.4663224667520782,results\images\proj_angle0_kvp80_dist80_noise0.6_blur1.0.npy
0,80,80,0.6,2.0,0.0030672413001440278,0.964094650980379,0.035058814822486226,1.2265954737895086,1.5922688584400961,results\images\proj_angle0_kvp80_dist80_noise0.6_blur2.0.npy
0,80,100,0.0,0.0,0.0003220633098724878,0.9658113760382563,0.00602756738953758,1.2265954737895086,1.4079505572911115,results\images\proj_angle0_kvp80_dist100_noise0.0_blur0.0.npy
0,80,100,0.0,1.0,0.0005291479274778862,0.9574264505381044,0.01789290150918532,1.2265954737895086,1.7863995059295374,results\images\proj_angle0_kvp80_dist100_noise0.0_blur1.0.npy
0,80,100,0.0,2.0,0.0010054865117943078,0.9426897558073121,0.0327137642307207,1.2265954737895086,2.342233999313198,results\images\proj_angle0_kvp80_dist100_noise0.0_blur2.0.npy
0,80,100,0.3,0.0,0.0003256606363947226,0.9636144045012964,0.009883725504081273,1.2265954737895086,1.4630915594393006,results\images\proj_angle0_kvp80_dist100_noise0.3_blur0.0.npy
0,80,100,0.3,1.0,0.0005294776859692408,0.9573041499690587,0.01887530791342188,1.2265954737895086,1.809022275297401,results\images\proj_angle0_kvp80_dist100_noise0.3_blur1.0.npy
0,80,100,0.3,2.0,0.001005138321652472,0.942661838338156,0.03298336400334985,1.2265954737895086,2.346948478087537,results\images\proj_angle0_kvp80_dist100_noise0.3_blur2.0.npy
0,80,100,0.6,0.0,0.0003279972977299118,0.9621564178369378,0.011201332207369711,1.2265954737895086,1.4975124428325568,results\images\proj_angle0_kvp80_dist100_noise0.6_blur0.0.npy
0,80,100,0.6,1.0,0.000529477943905567,0.9572265743314672,0.019176948362938744,1.2265954737895086,1.8138923863264969,results\images\proj_angle0_kvp80_dist100_noise0.6_blur1.0.npy
0,80,100,0.6,2.0,0.0010063148951153938,0.9426165038313837,0.033106208177910615,1.2265954737895086,2.3535470131299885,results\images\proj_angle0_kvp80_dist100_noise0.6_blur2.0.npy
0,80,120,0.0,0.0,0.035479413838748655,0.8871719553600388,0.0203370366498311,1.2265954737895086,1.813404706631405,results\images\proj_angle0_kvp80_dist120_noise0.0_blur0.0.npy
0,80,120,0.0,1.0,0.035928596136899166,0.8790406045532925,0.027106228677097062,1.2265954737895086,2.2795601449596665,results\images\proj_angle0_kvp80_dist120_noise0.0_blur1.0.npy
0,80,120,0.0,2.0,0.03683802320238341,0.8652904659465074,0.03716656970283627,1.2265954737895086,2.6894849581423927,results\images\proj_angle0_kvp80_dist120_noise0.0_blur2.0.npy
0,80,120,0.3,0.0,0.03547144670345887,0.8855551749139633,0.025657633765542216,1.2265954737895086,2.0464890325166034,results\images\proj_angle0_kvp80_dist120_noise0.3_blur0.0.npy
0,80,120,0.3,1.0,0.035923764412560164,0.8788903222408461,0.02869466204267028,1.2265954737895086,2.3121292013007637,results\images\proj_angle0_kvp80_dist120_noise0.3_blur1.0.npy
0,80,120,0.3,2.0,0.03682967349635971,0.8652947518555029,0.037626687443367654,1.2265954737895086,2.7262821611182426,results\images\proj_angle0_kvp80_dist120_noise0.3_blur2.0.npy
0,80,120,0.6,0.0,0.035480426173926646,0.8844081290542938,0.02733095878236168,1.2265954737895086,2.178949625267723,results\images\proj_angle0_kvp80_dist120_noise0.6_blur0.0.npy
0,80,120,0.6,1.0,0.03593170756708974,0.8786549873108771,0.029255830920726714,1.2265954737895086,2.3387561776499184,results\images\proj_angle0_kvp80_dist120_noise0.6_blur1.0.npy
0,80,120,0.6,2.0,0.03684467120053366,0.8652378878268506,0.037756679868238725,1.2265954737895086,2.7393420354136615,results\images\proj_angle0_kvp80_dist120_noise0.6_blur2.0.npy
0,90,80,0.0,0.0,0.003697644798558015,0.9247966871677601,0.030711549916903766,1.2265954737895086,1.6334789151515494,results\images\proj_angle0_kvp90_dist80_noise0.0_blur0.0.npy
0,90,80,0.0,1.0,0.004024464410255543,0.9219809591075439,0.03286036532064071,1.2265954737895086,1.7383850505846268,results\images\proj_angle0_kvp90_dist80_noise0.0_blur1.0.npy
0,90,80,0.0,2.0,0.0049458512079345665,0.9142252856767068,0.037803127331112435,1.2265954737895086,1.8906701032897593,results\images\proj_angle0_kvp90_dist80_noise0.0_blur2.0.npy
0,90,80,0.3,0.0,0.0036980031856225634,0.9246573283388824,0.030917666868161765,1.2265954737895086,1.717314480091061,results\images\proj_angle0_kvp90_dist80_noise0.3_blur0.0.npy
0,90,80,0.3,1.0,0.004024108561791416,0.9219822476084075,0.03289812514554695,1.2265954737895086,1.7554497250622814,results\images\proj_angle0_kvp90_dist80_noise0.3_blur1.0.npy
0,90,80,0.3,2.0,0.004945310137511662,0.9142411302315764,0.03780907713083363,1.2265954737895086,1.900992780849832,results\images\proj_angle0_kvp90_dist80_noise0.3_blur2.0.npy
0,90,80,0.6,0.0,0.003698694996810341,0.9245708498684552,0.031057621235704616,1.2265954737895086,1.742665256168861,results\images\proj_angle0_kvp90_dist80_noise0.6_blur0.0.npy
0,90,80,0.6,1.0,0.004026061782671647,0.9219143618031074,0.032929024840630206,1.2265954737895086,1.7707024643623568,results\images\proj_angle0_kvp90_dist80_noise0.6_blur1.0.npy
0,90,80,0.6,2.0,0.004945062216859273,0.9142552338367482,0.037808555840565326,1.2265954737895086,1.9116945798165648,results\images\proj_angle0_kvp90_dist80_noise0.6_blur2.0.npy
0,90,100,0.0,0.0,0.001261491083887463,0.8835324220840305,0.011238168241106905,1.2265954737895086,1.6327574359787742,results\images\proj_angle0_kvp90_dist100_noise0.0_blur0.0.npy
0,90,100,0.0,1.0,0.0015047989091514975,0.8752382800966241,0.021196947680437006,1.2265954737895086,2.0090657939705903,results\images\proj_angle0_kvp90_dist100_noise0.0_blur1.0.npy
0,90,100,0.0,2.0,0.0020324125126331485,0.8603915406992928,0.03491449299326632,1.2265954737895086,2.469910047245902,results\images\proj_angle0_kvp90_dist100_noise0.0_blur2.0.npy
0,90,100,0.3,0.0,0.001265484041821341,0.8812736376944682,0.015073690685728386,1.2265954737895086,1.6702748159944507,results\images\proj_angle0_kvp90_dist100_noise0.3_blur0.0.npy
0,90,100,0.3,1.0,0.0015049570875154189,0.8751014130818593,0.022169396213373126,1.2265954737895086,2.0263820198288363,results\images\proj_angle0_kvp90_dist100_noise0.3_blur1.0.npy
0,90,100,0.3,2.0,0.0020327198489040917,0.8603670075933647,0.03518158562401501,1.2265954737895086,2.4809195016802863,results\images\proj_angle0_kvp90_dist100_noise0.3_blur2.0.npy
0,90,100,0.6,0.0,0.0012663777316979622,0.8797705093606846,0.01633671199296278,1.2265954737895086,1.718659879480962,results\images\proj_angle0_kvp90_dist100_noise0.6_blur0.0.npy
0,90,100,0.6,1.0,0.001504419932504658,0.8749894155125786,0.022469058101562748,1.2265954737895086,2.0356719617853916,results\images\proj_angle0_kvp90_dist100_noise0.6_blur1.0.npy
0,90,100,0.6,2.0,0.002033479234984047,0.8604374835768009,0.0352966700813469,1.2265954737895086,2.4886065535426414,results\images\proj_angle0_kvp90_dist100_noise0.6_blur2.0.npy
0,90,120,0.0,0.0,0.035966035618303055,0.793794413640187,0.02422651221020384,1.2265954737895086,1.9306499219762032,results\images\proj_angle0_kvp90_dist120_noise0.0_blur0.0.npy
0,90,120,0.0,1.0,0.03640422727670051,0.7862019066014344,0.030231107187436802,1.2265954737895086,2.4371869391971273,results\images\proj_angle0_kvp90_dist120_noise0.0_blur1.0.npy
0,90,120,0.0,2.0,0.03729294108585114,0.7731958779045968,0.039056893253719485,1.2265954737895086,2.8547035001876973,results\images\proj_angle0_kvp90_dist120_noise0.0_blur2.0.npy
0,90,120,0.3,0.0,0.035980022446746286,0.7921074926644373,0.0295157680716112,1.2265954737895086,2.246982089644742,results\images\proj_angle0_kvp90_dist120_noise0.3_blur0.0.npy
0,90,120,0.3,1.0,0.03640274486288374,0.7860833322325167,0.03182296249740539,1.2265954737895086,2.499136358082884,results\images\proj_angle0_kvp90_dist120_noise0.3_blur1.0.npy
0,90,120,0.3,2.0,0.037293612078498364,0.7732387155483307,0.03951148182584188,1.2265954737895086,2.8926388854429144,results\images\proj_angle0_kvp90_dist120_noise0.3_blur2.0.npy
0,90,120,0.6,0.0,0.03598069895054893,0.7908969932174301,0.03130745956483267,1.2265954737895086,2.393326445035879,results\images\proj_angle0_kvp90_dist120_noise0.6_blur0.0.npy
0,90,120,0.6,1.0,0.03640866338868373,0.7858990189631033,0.032349238812287365,1.2265954737895086,2.5316288172548336,results\images\proj_angle0_kvp90_dist120_noise0.6_blur1.0.npy
0,90,120,0.6,2.0,0.03729816691320813,0.7731468402805739,0.039666160550321544,1.2265954737895086,2.891434077150256,results\images\proj_angle0_kvp90_dist120_noise0.6_blur2.0.npy
30,50,80,0.0,0.0,0.0014443672799634797,0.8012766321741314,0.019724438150348973,1.335025703952552,0.837732834676447,results\images\proj_angle30_kvp50_dist80_noise0.0_blur0.0.npy
30,50,80,0.0,1.0,0.001541583501270833,0.7996954044515183,0.025177202474370844,1.335025703952552,0.8602930876416771,results\images\proj_angle30_kvp50_dist80_noise0.0_blur1.0.npy
30,50,80,0.0,2.0,0.0015969481981162078,0.8000303363712491,0.030468523574079587,1.335025703952552,0.9140275263269575,results\images\proj_angle30_kvp50_dist80_noise0.0_blur2.0.npy
30,50,80,0.3,0.0,0.0014442574149808505,0.8012591862397969,0.01966028915089131,1.335025703952552,0.8557120546056607,results\images\proj_angle30_kvp50_dist80_noise0.3_blur0.0.npy
30,50,80,0.3,1.0,0.0015416915336571074,0.7996836515320638,0.025164536905134455,1.335025703952552,0.8662301572817501,results\images\proj_angle30_kvp50_dist80_noise0.3_blur1.0.npy
30,50,80,0.3,2.0,0.001596487346515928,0.8000478232282927,0.030462184500384418,1.335025703952552,0.9264893978370938,results\images\proj_angle30_kvp50_dist80_noise0.3_blur2.0.npy
30,50,80,0.6,0.0,0.0014450496875179652,0.8012160066931471,0.019631016145324223,1.335025703952552,0.8656184375425469,results\images\proj_angle30_kvp50_dist80_noise0.6_blur0.0.npy
30,50,80,0.6,1.0,0.0015410801268094805,0.7997336103972782,0.025157079037423417,1.335025703952552,0.8710546544416131,results\images\proj_angle30_kvp50_dist80_noise0.6_blur1.0.npy
30,50,80,0.6,2.0,0.0015975895585252208,0.7999684569514733,0.030474938107183904,1.335025703952552,0.9275257768053473,results\images\proj_angle30_kvp50_dist80_noise0.6_blur2.0.npy
30,50,100,0.0,0.0,0.0013018927393715777,0.8606542036521572,0.01514375169563209,1.335025703952552,0.9498144431995964,results\images\proj_angle30_kvp50_dist100_noise0.0_blur0.0.npy
30,50,100,0.0,1.0,0.0012198185267401928,0.8570663274558576,0.016926294517361384,1.335025703952552,1.0785189961897457,results\images\proj_angle30_kvp50_dist100_noise0.0_blur1.0.npy
30,50,100,0.0,2.0,0.0013388576662770372,0.8503615980218053,0.030677199406909494,1.335025703952552,1.4514114898109498,results\images\proj_angle30_kvp50_dist100_noise0.0_blur2.0.npy
